314838	324748	酒店位置很不错，门口就有地铁口，走路到卢浮宫不到半小时，酒店旁边有家很不错的平民法餐，非常值得一去，就是总排队
324748	343387	每次去首尔都住这里，环境位置都很好，服务热情
324748	343389	地理位置不错，没怎么在酒店里玩耍，大堂边上的咖啡厅里的面包好吃
324748	343391	感觉好幸福，感谢携程旅行网为我们提供了良好的生活习惯和适应气候变化的过程是漫长的旅行指南！宾馆酒店也是携程旅行网定的，门票也是携程旅行网定的，非常好！
324748	343392	来过好几次了
324748	343393	酒店位置不错 出门就是乐天百货 对于想买买买的朋友特别方便
324748	343394	非常喜欢这家酒店，服务非常好，房间环境也还不错。入住之前还有些担忧因为本人对酒店环境很挑剔，但到了这里一切顾虑都没有了，以后还会入住，周边购物极为方便
324748	343396	逛街。。吃饭 很不错。。。
324748	343397	地理位置优越，方便游玩购物，环境还不错。
324748	343398	位置服务都很好
324748	343399	酒店地理位置是绝佳的，一共入住了五晚，除了房间稍小点外，其它都很好，酒店除了每天送两瓶水外，再没其它的赠送了，这与我们去其它国家住的五星级酒店不同。
324748	343400	距离明洞很近，与乐天免税店，百货都在一起 ，非常方便，房间设施还可以吧，周边的交通很方便，在市中心，有英文，中文服务。
324748	343401	酒店真心不错，早餐也挺棒！
324748	343403	每次入住都很是舒服，这里就是在首尔的大本营！
324748	343404	已经点评过了
324748	343405	房间比较小，但设施齐全，干净方便。
324748	343406	出游购物方便
324748	343409	房间不大 但住这里吃饭逛街都很方便
324748	343410	好
324748	343412	位置好，交通方便，每次都住他家或隔壁的Westin
324748	343413	酒店位置不错，对面就是明洞。酒店与乐天免税同在一栋，下一次也一定要住这家酒店。
324748	343415	感觉有点不知这个价钱，但是地理位置特别好，坐地铁，去机场都很方便。
324748	343416	凑合吧。。。。。
324748	343418	酒店设施很好，服务也非常到位！特别要提出的是：入住的第二晚，孩子突然发烧抽搐，酒店的工作人员立即赶来并叫来了急救车和中文翻译，一起带孩子去医院直到孩子退烧后一起回到了酒店……第二天一早，酒店客服人员又给孩子送来了水果和糕点并用中文写了慰问卡表示慰问。希望把我们的谢意转达给乐天
324748	343421	来韩国一直住在这家酒店，酒店地理位置好，进出方便
324748	343422	地理位置相当便利去哪里都方便。机场大巴可直接到酒店门口，免税店和乐天百货都在酒店旁边.马桶都是自动的，大床很舒服.
324748	343423	自助游最方便快捷的旅馆，懂点英文就行了，有客服会说英文
324748	343425	酒店很高大上，地理位子超赞。服务人员非常有礼貌。就是房间好小。
324748	343479	服务热情，位置优越，酒店干净每次去首尔都住这里
324748	343483	酒店订的乐天酒店，包车选择的芝麻旅行社，酒店非常棒、芝麻旅行社服务更棒，值得推荐！
324748	343484	房间有点小
324748	343486	距离年轻人喜欢的明洞很近过马路就是。楼下有免税店比较方便。出门也有地铁，酒店巴士可以送机场，不错。
324748	343487	仁川机场有大巴直达，不过订了接送机没用上。韩剧中经常出现的场景，离明洞、乐天百货、地铁站很近，进出方便，已经第三次入住
324748	343488	各种设施都很好，关键是地理位置相当的到位，去哪都方便。
324748	343489	酒店服务非常好，地理位置也非常方便，出门就是乐天免税店，对面就是明洞，很棒！
324748	343490	还行吧，还行吧，还行吧，还行吧。
324748	343491	交通便利，环境舒适，服务特别好。购物旅行商务最好的选择。
324748	343492	要说这个酒店真的很方便，酒店对面就是明洞小吃街，美食云集，酒店下面是超市，旁边是乐天百货和免税店，太方便啦，下次去还是住这里！
324748	343493	房间太小，去乐天购物很方便。
324748	343494	酒店设施不错，周边环境也好！
324748	343495	房间设施无亮点，酒店环境、人员服务意识、周边餐饮购物交通可圈可点！地铁乙支路站100米以内，离光华门、景福宫、南山首尔塔缆车站都是步行距离！明洞环境杂乱无序，建议想美食游的人还是问一下酒店工作人员的推荐
324748	343497	对于家庭出游来说 一定要预定俱乐部房 免去排队痛苦 非常ok
324748	343498	方便购物 就是觉得酒店有点老
324748	343499	服务很好，酒店的遇到的那个服务人员都很热情，位置方便，距离几个地铁站都不远，从地下一层可以直接到乐天百货，不行可以直接到达明洞，首尔塔缆车站等地方。
324748	343502	总体很方便，从酒店内部就可以到乐天，买东西可以随时送回酒店。出门就可以做大巴去机场，20分钟一趟，大概RMB90以内。酒店有中文服务，就是房间很小枕头不舒服睡不好！其他都不错，小贵
324748	343503	多次入住 一如既往的好
324748	343506	环境很好，交通方便！最主要乐天免税店就在旁边～
324748	343507	还是不错的，就是前台没有说中文的（我去的时候）
324748	343508	韩国房间确实小啊。总体感觉小。酒店服务热心，第一天入住还领我们到房间一一介绍房内设备的用法。地理位置好，明洞走过马路对面就是，乐天商场在楼下。
324748	343510	设施不错，地段好，就是网上传说的中文服务没有，只是会讲几句简单的中文而已
324748	343512	酒店位置好，服务好，房间宽敞。还有下午茶和小点心时间，
324748	343514	来首尔都住这里
324748	343515	很好。方便
324748	343516	交通方便 酒店设施一般 但是酒店服务态度很好
324748	343518	唯一遗憾的是没早餐，别的都Ok
324748	343571	
324748	343575	房间比较小，也看得出有点历史了，我自己去过N次首尔，这独自带着女儿出行，我自己本身饭店住的太多了，各种类型的饭店，所以服务是管理出来的还是真心提供的，一目了然。乐天的价位跟香港比起来，房间还算大，但服务明显是“管理”出来的，也许大陆游客实在太多，生硬的普通话和微笑，但并不感觉亲切，期待“真心”对小朋友的服务和微笑，这一点，台湾的饭店，做得好太多太多了！！
324748	343576	酒店超好 服务好 设施都不错呢 就在乐天免税店旁边 离明洞街也特别近 。就是超方便啊 前台也会中文哦
324748	343578	这家酒店是我们自由行的朋友一个推荐一个订的，大家的评价都还不错，所以才会愿意推荐。酒店硬件不错，明快干净，服务也挺好的
324748	343579	真的很便利 离明洞就隔条马路 逛街买买买 吃货吃吃吃 真的方便
324748	343580	舒适 便利
324748	343581	下楼就是乐天百货和明洞，非常方便。门口就有机场大巴。韩国酒店的房间应该都不太大，总体还是很干净的。
324748	343582	设施旧了点～其他都很好。
324748	343583	交通便利，环境舒适，服务特别好。购物旅行商务最好的选择。
324748	343584	酒店环境不错，前台服务态度也好！房间洗漱用品比较全！总体还是可以的！
324748	343585	酒店环境可以，干净，地理位置属于市中心很繁华。去哪里都方便
324748	343586	酒店很大气..乐天百货就在旁边.购物很方便.东西有点贵.但免税店的东西不算太贵
